25084,3,15011
30413,13,12846
13414,13,682
20409,5,7403
15810,1,15503
36310,6,2558
23476,14,23316
9846,15,21590
3085,17,19228
33870,13,39186
40441,10,17355
25812,10,21500
32964,3,20299
17275,5,17493
17934,8,16896
439,13,40864
12157,13,5133
3011,15,35408
30270,5,31726
28663,15,740
8392,13,6574
33684,15,249
33850,1,26937
34147,13,34339
9913,15,20149
5235,15,4276
9139,13,8042
33719,15,19911
34671,13,34560
3569,5,4260
26882,15,11776
12846,5,29777
29005,15,28195
29004,17,35343
40632,13,40467
2416,5,32586
2754,7,2791
35092,5,35263
28768,14,27176
24674,17,36549
37549,2,899
12809,5,30036
9221,13,7250
24107,7,24356
26252,5,28183
6502,13,6827
840,12,6798
33557,15,6095
38226,5,39878
36898,13,14703
19716,15,5846
10327,5,33722
32075,2,7482
9217,2,34460
24442,9,32299
26683,8,26483
4339,15,609
15686,7,15754
39652,13,39008
15614,15,21693
38008,15,28373
15724,13,14902
21410,5,24940
16896,7,19539
18299,1,18133
19293,15,13785
24442,11,19474
7243,15,31186
12360,5,3006
2273,5,34652
38094,5,38558
5852,13,37065
12495,5,21620
4677,8,4631
730,15,15037
30694,15,6680
36551,13,7844
21651,17,22633
9132,5,8826
337,13,10179
24442,11,32514
36037,7,14197
13504,8,11962
28910,15,2704
17557,15,14819
13950,1,13816
40255,14,40051
9884,5,23404
1184,9,29249
1829,15,35298
23315,12,13221
4276,15,5235
5349,15,28344
4814,15,24399
2902,5,3060
37302,5,33138
28837,15,15300
38150,15,19700
16337,10,5694
1687,5,2894
28168,15,32653
16010,14,16126
35821,5,33678
14757,3,19783
10327,5,14174
9943,5,37273
1997,8,1863
21590,13,21831
37520,5,37650
16425,13,16660
287,5,26417
37798,15,31955
39399,5,4207
33302,5,33444
18133,14,18540
35821,5,36650
24326,7,24604
20076,15,27830
5392,15,13701
36888,15,37440
13286,5,13749
28228,5,28454
26397,5,26291
33931,13,33849
16054,13,25489
5211,13,3391
12846,5,29536
8926,5,11487
30099,14,20425
3665,16,9358
17221,13,32519
32964,3,15789
33727,15,14641
8190,5,8500
35703,5,15834
21598,10,1591
22633,2,38281
39975,13,39900
30485,5,30578
38266,5,9314
6330,5,6123
9563,13,8924
11787,14,31669
37065,5,40062
31023,14,12361
6142,14,6596
24429,13,4897
554,15,18115
15936,5,17571
18733,13,12292
40227,13,23691
10087,15,15619
29591,5,12309
36185,13,36065
34253,13,34207
23476,13,25608
22407,15,17108
20487,5,20786
12846,5,2325
6519,1,40698
19172,1,31976
7892,5,15458
28750,13,28651
28825,8,28617
2440,13,18329
22633,2,23525
33670,8,23277
12680,1,36364
39936,5,33726
33750,6,33999
8334,13,8402
3620,8,16016
16343,15,38032
19570,13,13059
25427,1,1489
29809,13,34675
27744,3,33780
38727,7,3703
10328,15,35575
22092,10,12795
15107,2,10619
32075,2,36354
1107,17,32665
5112,5,10691
24812,5,1360
14058,5,21307
25294,8,25235
1942,13,38059
39683,15,12393
6616,13,37519
510,5,29001
5269,13,4754
39886,5,3416
31109,15,851
27586,5,27672
8437,15,2891
592,15,6675
38366,13,38292
7417,13,7367
20255,13,19745
779,5,23464
25084,3,10641
15942,13,15441
13909,5,17350
27471,12,24195
25524,10,4608
36184,13,36032
27286,2,13558
17077,10,14848
5347,5,5418
11916,5,28173
31047,5,31234
30010,8,29937
15185,6,16115
994,7,10081
30183,5,30706
17423,17,22633
14232,15,29405
18869,15,38067
21243,5,32673
837,13,37065
19763,15,25200
5582,5,9686
38149,15,1320
30724,13,1711
10327,5,14560
31828,13,3164
35530,5,35576
24465,13,21505
10389,13,10048
1591,3,23585
24998,15,36012
39704,1,33537
9460,15,37851
3170,1,2866
1594,14,2442
7151,8,36563
10668,14,11652
24550,7,25580
22799,13,22661
5510,5,15165
40734,5,3731
28855,1,28135
6837,17,32665
7531,5,7598
39324,13,39240
36620,15,29652
26233,15,36959
12184,3,37938
17148,15,14840
34338,8,34217
24713,7,25133
3946,7,4050
24052,17,16444
16,15,26243
15346,10,21470
34583,10,23704
23497,15,6662
20155,13,19954
12184,3,30850
29764,5,30093
35938,13,7813
39527,9,11443
197,1,361
18500,5,18631
11109,13,5033
26581,7,28674
28602,15,692
39131,5,20332
40584,13,15936
25366,8,25312
6832,5,31939
28746,13,3258
33949,5,1187
40711,1,40236
15889,15,31628
7170,13,7057
2231,13,2147
25778,17,25818
29168,13,29071
8274,5,8486
25431,14,25851
14058,5,19119
34514,13,20409
18907,15,2844
27184,15,11534
8448,5,34210
10646,13,38886
19986,13,20829
38596,10,37825
39834,14,39664
5392,15,12310
6303,5,6366
4061,15,33241
15220,2,22797
34987,13,1711
1107,3,10492
33914,11,13607
6619,14,5694
37192,5,37244
7555,5,7621
4846,15,9028
2416,5,2673
25183,15,10709
31069,2,22050
25477,5,25803
19380,15,30009
24006,15,39655
7372,13,32092
20204,15,34691
11738,5,19533
29651,15,28838
27869,5,28037
39717,5,1461
19524,13,19270
10102,5,8789
27831,14,13133
28539,1,28135
15008,5,15264
10431,13,19068
9224,14,7521
31317,8,31271
33882,8,33395
23853,5,30121
26833,13,11302
7693,15,4135
30781,15,24518
8469,13,18887
5536,5,16406
20162,5,20293
19358,5,20389
33466,13,24812
36341,15,5809
14462,16,9358
17848,15,25112
22739,15,15212
37092,11,11106
7748,5,16830
36426,5,37507
26548,13,24523
15621,15,6191
33138,13,37302
12131,10,38140
9057,5,9124
23208,2,33757
10102,5,22013
9774,5,16217
34103,7,34182
35434,13,34726
18066,5,15240
7370,5,10301
39227,10,11813
10252,13,9943
35349,15,22084
26091,5,26980
16642,12,34452
12979,15,18924
2716,14,25748
28286,5,28438
21275,14,30548
32828,10,17074
353,13,20676
15192,15,34151
17230,2,1394
4689,8,4649
9094,5,9585
24442,9,22640
37092,8,23672
12521,13,10144
30725,5,31816
36317,5,36414
12601,5,12681
9563,5,9643
24442,11,28696
18996,15,11538
5683,1,8540
25700,3,33082
22537,13,28299
35779,3,21079
27941,15,12337
16268,13,17258
24288,5,35049
30559,13,3036
29211,5,24934
21738,13,2416
8739,15,34857
17771,15,7624
21311,14,27914
24351,13,17594
15845,15,1124
37794,13,37930
31025,5,31504
6079,5,6124
293,15,25714
38167,5,29362
26159,12,32087
9626,1,9531
4814,17,39971
574,13,38726
31693,13,26056
33904,15,2220
19847,13,22740
20719,13,13909
39348,1,39221
39015,5,16459
18614,13,18529
31452,14,37108
11635,5,12862
33269,13,35466
26902,5,38621
21047,10,24913
39751,13,4100
39053,7,39160
5137,15,1673
35368,5,92
3947,13,3834
11943,17,22633
20669,5,5716
1739,12,4991
3967,13,3433
8342,3,36432
38408,13,38227
21709,8,21475
3680,13,38879
28393,5,27620
1591,3,38084
5316,15,1999
16464,15,11752
17379,15,30030
32287,15,23162
7618,5,8989
13773,7,14137
10434,7,10481
26357,5,26438
20371,15,24709
407,5,18896
25276,5,25568
30671,13,34149
12846,5,26444
25419,5,25870
36186,13,32526
26973,8,36037
26652,17,18787
18609,13,154
24390,15,20589
40914,13,8873
15726,15,22704
22708,15,17819
29629,5,19133
21450,15,39437
34132,5,4489
8873,5,13249
28079,5,34970
14821,5,19021
22336,15,21186
21394,5,1609
26791,13,26737
18494,10,39607
32010,1,22030
26543,13,33860
2766,5,3129
38483,8,15593
23285,5,13327
4064,13,3780
10517,8,36037
1184,9,34319
6787,5,12713
35676,5,38055
19373,7,26522
16884,13,17636
22828,13,7328
39409,5,6109
28679,13,28559
7534,7,7842
32039,8,31860
5496,15,16783
23048,5,24533
22465,13,21786
33047,1,18005
8486,15,20693
20926,13,22533
40151,13,2416
40072,9,38721
38059,5,31018
7941,15,22087
34486,12,29691
14819,5,19894
31971,5,32799
16820,13,16960
5850,15,34515
17893,5,18196
40738,5,1196
190,13,39629
7265,15,31478
17474,13,28804
10774,15,14583
5484,13,5413
33704,13,23853
8115,15,11320
39309,13,38111
23870,13,16395
6441,15,27943
19763,15,14357
36037,7,5533
34822,7,40452
38445,15,36031
29873,15,19819
5872,5,5946
18674,15,9234
29136,13,28085
32278,8,32219
3977,13,4822
39573,14,39659
2346,15,12167
3765,1,2747
39837,5,5279
24263,14,24373
20149,5,20464
33949,5,12038
18488,5,18585
6737,13,6650
364,13,24917
6849,13,36958
10409,5,10539
24641,12,23566
37293,14,37501
32964,3,5255
769,13,640
11849,1,12279
31324,13,31222
16278,15,26554
19194,15,24323
2393,10,1591
25665,5,17006
34702,5,14329
30686,15,4784
20100,5,3839
12298,13,7693
10149,7,10193
19385,13,7748
20486,8,17361
10927,1,10489
20062,7,20145
35212,13,35098
34475,14,31878
25893,15,36170
5006,13,4362
36664,15,8291
4356,15,38457
28365,6,29817
15729,13,28393
36705,13,9943
24520,7,24584
20432,5,20768
20721,1,22086
18918,13,35624
11096,13,13763
14549,13,9317
37570,13,37331
24963,15,37492
7615,15,8408
27633,5,28312
18047,13,17893
38115,7,39392
37180,13,33406
6570,5,31727
40650,10,14757
31335,0,24442
35183,5,26775
24591,13,3480
6009,15,39751
16101,5,15825
2729,8,2494
7751,5,7816
22415,5,14736
160,5,12631
32304,8,32180
4567,10,29868
25997,5,26061
32649,15,3334
22705,15,1437
32044,13,31838
32322,13,3884
6168,15,4024
306,15,13449
25195,5,28035
9575,15,34554
4898,15,36819
17230,2,29210
14301,5,32486
689,7,5141
22670,8,22185
25105,15,35855
23100,2,37431
22014,14,24967
7789,15,13663
22035,8,21999
4079,13,8228
36472,5,36582
32301,5,30612
31448,8,31327
21717,8,21312
27203,13,27035
6397,7,6477
23230,13,23602
24084,5,24585
7951,13,7806
29160,5,29252
25658,5,27341
24025,5,24365
38727,7,462
27229,13,18721
31586,5,33156
14216,5,14881
29442,5,3900
21443,8,21393
19464,13,18787
13507,5,14111
40832,15,19867
1687,5,2034
6123,13,6330
13873,11,23609
2416,5,9262
5706,13,4739
33537,14,28664
9713,5,30620
24060,14,33914
33994,5,9320
16421,5,21153
28565,5,29015
28337,13,35717
22843,8,22796
33261,13,32731
32875,15,38298
29320,1,2101
37299,5,19489
24981,7,25033
23722,14,7188
39273,13,21646
9036,5,10277
2416,5,12376
24371,7,25842
10587,15,37190
31732,14,31805
15936,5,28674
22633,2,22113
25817,5,32899
749,7,1450
2929,13,2800
22426,14,19020
31928,13,1938
30877,13,30360
5893,13,18179
26421,13,25489
36295,13,16185
36857,10,30937
19586,14,19051
25273,13,23754
36163,14,36233
13281,13,15280
32442,15,13621
30166,13,29676
7565,16,9358
40001,13,37266
17484,10,21388
3580,1,2059
2416,5,31592
1974,13,1835
25014,12,11163
10421,13,13217
786,15,18636
9111,14,32158
32495,5,5711
13953,13,13731
15748,1,16002
13472,5,13641
28901,12,12701
1612,13,4793
13365,5,33202
9358,9,15330
11716,15,32092
6804,5,36202
12882,13,11716
22459,15,4865
28896,15,12270
39215,13,14012
81,15,5408
40063,13,40719
29713,7,30223
8680,15,13115
2441,15,29002
1184,9,32681
20441,15,19501
6962,2,25444
6783,8,6632
23031,13,22404
22944,13,10102
13584,14,8251
18147,1,18423
21824,5,22785
17152,13,2416
21148,1,34527
5132,13,1404
31471,15,39412
11225,13,11039
7566,13,20037
39003,15,27523
9943,5,12758
35910,15,31819
2629,7,2849
24556,13,10807
36037,7,20326
20770,7,25675
35436,8,35384
20409,5,27766
5455,15,34762
13137,5,25701
38970,13,14746
3374,13,8648
16381,13,37065
18215,14,32328
17716,1,13093
26753,13,15936
1711,5,18428
22797,10,21819
32623,5,32669
36094,5,36210
32890,5,29992
9130,15,4846
31543,13,1645
7269,13,3364
8891,8,8795
14125,5,11802
6844,1,34310
30640,15,16711
3444,5,16176
14101,15,8255
38110,13,31353
14129,13,9943
14757,3,15203
20320,13,14632
19477,15,17308
31603,15,10916
10509,1,29948
38457,13,9236
39545,13,19555
17985,15,29731
38059,5,38688
29613,8,29554
2164,7,2397
2792,8,2722
13817,13,13567
5318,13,11967
8388,15,8336
18217,13,6860
13860,8,12452
33888,13,33146
26761,15,39179
40195,8,39267
37243,10,15458
12090,5,12176
2300,5,36959
27237,13,6303
25096,13,15936
30123,15,1030
38191,13,34472
37465,15,35205
24756,5,24843
28388,13,27235
3368,15,23684
11081,13,10922
27439,5,29042
5408,13,6415
2294,15,200
11599,13,11163
40426,5,8164
22502,13,22375
14760,13,28351
151,13,9317
1574,5,1656
22633,2,17789
6604,15,5830
11424,5,11780
21180,15,21573
1638,13,826
22142,7,23108
9358,9,21259
34324,5,34395
10046,13,29467
9317,5,6007
34417,17,15220
12581,15,19221
1591,3,11608
10223,7,10266
35556,5,18721
20700,13,20374
16240,13,16393
29259,14,11565
34726,5,35875
38318,17,5000
16117,1,1525
37632,13,37867
23482,5,25009
12645,17,1334
22580,15,15244
32123,8,32076
24249,1,22535
34060,7,34291
23225,7,23474
25994,13,22533
15936,5,22547
18124,13,17796
3055,5,34223
11397,15,24428
32279,13,4732
6823,15,30514
6967,7,7281
14182,13,14114
24416,7,24465
38982,15,2396
17002,6,16484
7383,15,620
23770,2,8655
17176,13,5479
374,8,40614
8013,5,12918
12495,5,2646
27573,2,14427
20414,13,39821
1998,17,22633
20097,13,7057
829,13,37568
15310,5,15105
6215,14,8191
26370,15,19830
10502,13,5038
21617,5,21699
12293,7,12400
236,5,370
15593,7,23246
38165,17,32005
9849,13,13217
9236,3,8498
26677,13,2416
28111,15,17670
28392,8,28341
18721,5,28017
27783,1,9886
25610,13,19730
17844,15,34418
29155,13,28671
39410,15,26108
13819,1,25087
38295,8,32056
2642,8,20050
36429,5,5462
35277,5,10669
15936,8,7252
15740,8,14693
17266,5,17672
17258,5,17862
37611,13,9968
11269,5,12392
22614,2,3797
10850,13,15572
40703,2,26858
22633,2,35051
20888,13,39409
31639,13,3783
16526,7,17267
36735,5,37053
29486,13,29373
27055,5,27231
10155,15,9944
25702,13,25172
27441,13,26836
37456,5,38507
10514,13,16421
9914,7,11048
1115,5,8921
39423,13,34831
14778,15,15736
40587,13,39900
38985,13,38735
15775,13,14058
9685,7,10796
18674,12,9147
32964,3,16585
5488,10,20577
37852,1,37661
29615,10,19881
33794,14,2686
1053,5,13371
34592,14,35338
18746,13,38193
36456,14,36745
14377,5,17716
19618,7,34643
35633,15,28047
893,15,31826
27241,15,673
11560,13,10327
18208,8,17136
27494,5,28180
38232,7,6187
23789,15,5029
13881,15,28589
35010,15,6787
26529,5,14205
15107,2,8557
7892,13,32338
12200,15,14428
12454,13,11758
30937,3,1451
2780,5,2855
8031,5,10853
20669,5,25290
1463,5,1608
34220,5,7478
22561,13,3944
13427,13,13160
38004,13,4420
21489,14,21569
15919,13,15186
29742,5,29891
40133,13,33841
33852,5,34436
281,13,91
33146,13,24600
38038,15,27961
5199,13,4999
35301,1,35589
32665,2,10610
17665,15,5757
3314,15,19211
4778,15,15759
15530,13,13951
1528,13,9943
8001,15,31696
12405,12,18718
12113,13,38260
30146,13,21889
1770,15,16593
37701,5,37871
19210,15,18964
2167,5,28092
31119,5,10868
468,15,33026
5624,5,12618
20941,17,40703
4706,13,4428
27730,13,27581
18872,5,19028
11229,16,9358
17638,5,3907
25393,1,22885
40915,13,37701
14017,7,14333
36480,13,31442
36908,8,8474
26479,15,39250
17257,13,721
2596,13,1711
2364,8,2325
22633,2,12003
38598,5,22355
30793,5,31246
16387,8,40619
31520,1,31457
32923,5,33068
40160,13,39210
11930,7,13718
19730,5,22432
5540,5,26867
14362,3,35851
40315,8,39957
